Product,Division,Product Category,Customer,Country,Sales Org,Calendar Year/Month,Calendar Year,Calendar month, Cost of Goods , Discount , Net Sales , Revenue ,Sales Quantity
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JAN 2008,2008,1," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,NOV 2008,2008,11," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JAN 2009,2009,1," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,DEC 2009,2009,12," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,FEB 2010,2010,2," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2010,2010,3," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2010,2010,10," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JAN 2011,2011,1," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $3,000.00 ", $211.20 ," $6,828.79 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2007,2007,10," $3,000.00 ", $211.21 ," $6,828.77 "," $7,039.99 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $3,000.00 ", $214.36 ," $6,931.24 "," $7,145.61 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $3,000.00 ", $214.36 ," $6,931.24 "," $7,145.61 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $3,000.00 ", $214.36 ," $6,931.24 "," $7,145.61 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2009,2009,10," $3,000.00 ", $217.58 ," $7,035.21 "," $7,252.79 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $3,000.00 ", $220.85 ," $7,140.73 "," $7,361.58 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $4,500.00 ", $321.56 ," $10,396.85 "," $10,718.41 ",3 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,OCT 2008,2008,10," $4,500.00 ", $321.54 ," $10,396.87 "," $10,718.41 ",3 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $4,500.00 ", $326.38 ," $10,552.80 "," $10,879.18 ",3 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $4,500.00 ", $336.23 ," $10,871.76 "," $11,208.00 ",3 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $6,000.00 ", $422.40 ," $13,657.58 "," $14,079.97 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $6,000.00 ", $422.41 ," $13,657.56 "," $14,079.97 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $6,000.00 ", $428.73 ," $13,862.49 "," $14,291.21 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $6,000.00 ", $435.16 ," $14,070.41 "," $14,505.58 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $6,000.00 ", $435.18 ," $14,070.40 "," $14,505.58 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2010,2010,9," $6,000.00 ", $441.69 ," $14,281.48 "," $14,723.17 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $6,000.00 ", $448.32 ," $14,495.68 "," $14,944.00 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $6,000.00 ", $448.33 ," $14,495.66 "," $14,944.00 ",4 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $7,500.00 ", $528.00 ," $17,071.96 "," $17,599.97 ",5 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $7,500.00 ", $543.96 ," $17,588.01 "," $18,131.97 ",5 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $7,500.00 ", $552.12 ," $17,851.84 "," $18,403.96 ",5 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $7,500.00 ", $552.12 ," $17,851.84 "," $18,403.96 ",5 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $7,500.00 ", $560.40 ," $18,119.59 "," $18,679.99 ",5 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $10,500.00 ", $739.20 ," $23,900.75 "," $24,639.95 ",7 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $10,500.00 ", $761.54 ," $24,623.22 "," $25,384.76 ",7 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $10,500.00 ", $784.55 ," $25,367.44 "," $26,151.99 ",7 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $12,000.00 ", $883.40 ," $28,562.94 "," $29,446.34 ",8 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $13,500.00 ", $979.12 ," $31,658.42 "," $32,637.54 ",9 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $15,000.00 "," $1,056.01 "," $34,143.93 "," $35,199.93 ",10 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $15,000.00 "," $1,071.84 "," $34,656.19 "," $35,728.03 ",10 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $18,000.00 "," $1,325.09 "," $42,844.42 "," $44,169.51 ",12 
Professional Touring Bike (black),BI,TOU,Airport Bikes,DE,Germany South,JUN 2008,2008,6," $19,500.00 "," $1,393.39 "," $45,053.06 "," $46,446.44 ",13 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2007,2007,2," $1,500.00 ", $105.61 ," $3,414.39 "," $3,519.99 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2007,2007,3," $1,500.00 ", $105.61 ," $3,414.39 "," $3,519.99 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2008,2008,2," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2008,2008,10," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2008,2008,12," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2009,2009,12," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2010,2010,12," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JAN 2011,2011,1," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,NOV 2011,2011,11," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,DEC 2011,2011,12," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $3,000.00 ", $214.36 ," $6,931.24 "," $7,145.61 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $3,000.00 ", $214.36 ," $6,931.24 "," $7,145.61 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $3,000.00 ", $217.58 ," $7,035.21 "," $7,252.79 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2009,2009,10," $3,000.00 ", $217.58 ," $7,035.21 "," $7,252.79 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $3,000.00 ", $220.85 ," $7,140.73 "," $7,361.58 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,FEB 2011,2011,2," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2008,2008,6," $4,500.00 ", $321.56 ," $10,396.85 "," $10,718.41 ",3 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $4,500.00 ", $326.38 ," $10,552.80 "," $10,879.18 ",3 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $4,500.00 ", $326.38 ," $10,552.80 "," $10,879.18 ",3 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $4,500.00 ", $326.39 ," $10,552.79 "," $10,879.18 ",3 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,OCT 2010,2010,10," $4,500.00 ", $331.28 ," $10,711.10 "," $11,042.38 ",3 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $6,000.00 ", $422.41 ," $13,657.56 "," $14,079.97 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $6,000.00 ", $422.40 ," $13,657.58 "," $14,079.97 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $6,000.00 ", $422.41 ," $13,657.56 "," $14,079.97 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $6,000.00 ", $428.73 ," $13,862.49 "," $14,291.21 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $6,000.00 ", $448.33 ," $14,495.66 "," $14,944.00 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $6,000.00 ", $448.32 ," $14,495.68 "," $14,944.00 ",4 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $7,500.00 ", $528.02 ," $17,071.95 "," $17,599.97 ",5 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $7,500.00 ", $552.12 ," $17,851.84 "," $18,403.96 ",5 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $7,500.00 ", $560.41 ," $18,119.58 "," $18,679.99 ",5 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $9,000.00 ", $633.61 ," $20,486.35 "," $21,119.96 ",6 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $9,000.00 ", $652.77 ," $21,105.59 "," $21,758.36 ",6 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $9,000.00 ", $652.76 ," $21,105.61 "," $21,758.36 ",6 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $10,500.00 ", $750.30 ," $24,259.32 "," $25,009.62 ",7 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $10,500.00 ", $772.97 ," $24,992.58 "," $25,765.55 ",7 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $12,000.00 ", $844.79 ," $27,315.15 "," $28,159.95 ",8 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $12,000.00 ", $857.46 ," $27,724.96 "," $28,582.42 ",8 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $12,000.00 ", $896.65 ," $28,991.34 "," $29,887.99 ",8 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $13,500.00 "," $1,008.72 "," $32,615.27 "," $33,623.99 ",9 
Professional Touring Bike (red),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $15,000.00 "," $1,104.25 "," $35,703.67 "," $36,807.92 ",10 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2007,2007,1," $1,500.00 ", $105.61 ," $3,414.39 "," $3,519.99 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2007,2007,12," $1,500.00 ", $105.61 ," $3,414.39 "," $3,519.99 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2008,2008,10," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2008,2008,11," $1,500.00 ", $107.18 ," $3,465.62 "," $3,572.80 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2009,2009,1," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2009,2009,2," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2009,2009,12," $1,500.00 ", $108.80 ," $3,517.60 "," $3,626.39 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2010,2010,1," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2010,2010,11," $1,500.00 ", $110.43 ," $3,570.37 "," $3,680.79 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2011,2011,12," $1,500.00 ", $112.08 ," $3,623.92 "," $3,736.00 ",1 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2009,2009,11," $3,000.00 ", $217.59 ," $7,035.19 "," $7,252.79 ",2 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2010,2010,8," $3,000.00 ", $220.85 ," $7,140.73 "," $7,361.58 ",2 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JAN 2011,2011,1," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2011,2011,2," $3,000.00 ", $224.17 ," $7,247.83 "," $7,472.00 ",2 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2007,2007,7," $4,500.00 ", $316.80 ," $10,243.18 "," $10,559.98 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,NOV 2007,2007,11," $4,500.00 ", $316.80 ," $10,243.18 "," $10,559.98 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,DEC 2008,2008,12," $4,500.00 ", $321.54 ," $10,396.87 "," $10,718.41 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2009,2009,3," $4,500.00 ", $326.38 ," $10,552.80 "," $10,879.18 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2009,2009,10," $4,500.00 ", $326.38 ," $10,552.80 "," $10,879.18 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2010,2010,2," $4,500.00 ", $331.28 ," $10,711.10 "," $11,042.38 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2010,2010,3," $4,500.00 ", $331.28 ," $10,711.10 "," $11,042.38 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2011,2011,10," $4,500.00 ", $336.23 ," $10,871.76 "," $11,208.00 ",3 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2007,2007,2," $6,000.00 ", $422.40 ," $13,657.58 "," $14,079.97 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2007,2007,10," $6,000.00 ", $422.41 ," $13,657.56 "," $14,079.97 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,FEB 2008,2008,2," $6,000.00 ", $428.74 ," $13,862.47 "," $14,291.21 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2008,2008,3," $6,000.00 ", $428.74 ," $13,862.47 "," $14,291.21 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2010,2010,9," $6,000.00 ", $441.69 ," $14,281.48 "," $14,723.17 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,OCT 2010,2010,10," $6,000.00 ", $441.71 ," $14,281.46 "," $14,723.17 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2011,2011,3," $6,000.00 ", $448.33 ," $14,495.66 "," $14,944.00 ",4 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2010,2010,4," $7,500.00 ", $552.12 ," $17,851.84 "," $18,403.96 ",5 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2011,2011,4," $7,500.00 ", $560.40 ," $18,119.59 "," $18,679.99 ",5 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAR 2007,2007,3," $9,000.00 ", $633.61 ," $20,486.35 "," $21,119.96 ",6 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2007,2007,9," $9,000.00 ", $633.62 ," $20,486.34 "," $21,119.96 ",6 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2008,2008,8," $9,000.00 ", $643.10 ," $20,793.72 "," $21,436.82 ",6 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2009,2009,9," $9,000.00 ", $652.76 ," $21,105.61 "," $21,758.36 ",6 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2010,2010,6," $10,500.00 ", $772.97 ," $24,992.58 "," $25,765.55 ",7 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2010,2010,7," $10,500.00 ", $772.96 ," $24,992.59 "," $25,765.55 ",7 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2009,2009,4," $12,000.00 ", $870.35 ," $28,140.80 "," $29,011.15 ",8 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2009,2009,7," $12,000.00 ", $870.34 ," $28,140.81 "," $29,011.15 ",8 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2011,2011,8," $12,000.00 ", $896.63 ," $28,991.36 "," $29,887.99 ",8 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2007,2007,8," $13,500.00 ", $950.40 ," $30,729.54 "," $31,679.94 ",9 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2009,2009,5," $13,500.00 ", $979.12 ," $31,658.42 "," $32,637.54 ",9 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2011,2011,9," $13,500.00 "," $1,008.72 "," $32,615.27 "," $33,623.99 ",9 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2007,2007,5," $15,000.00 "," $1,056.01 "," $34,143.93 "," $35,199.93 ",10 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,SEP 2008,2008,9," $15,000.00 "," $1,071.84 "," $34,656.19 "," $35,728.03 ",10 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,AUG 2009,2009,8," $15,000.00 "," $1,087.93 "," $35,176.01 "," $36,263.94 ",10 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2011,2011,7," $15,000.00 "," $1,120.81 "," $36,239.18 "," $37,359.99 ",10 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2007,2007,6," $16,500.00 "," $1,161.60 "," $37,558.33 "," $38,719.93 ",11 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2009,2009,6," $16,500.00 "," $1,196.72 "," $38,693.62 "," $39,890.33 ",11 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2010,2010,5," $16,500.00 "," $1,214.65 "," $39,274.07 "," $40,488.72 ",11 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2011,2011,6," $16,500.00 "," $1,232.87 "," $39,863.12 "," $41,095.99 ",11 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2011,2011,5," $18,000.00 "," $1,344.95 "," $43,487.04 "," $44,831.99 ",12 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUL 2008,2008,7," $19,500.00 "," $1,393.39 "," $45,053.06 "," $46,446.44 ",13 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2008,2008,4," $22,500.00 "," $1,607.76 "," $51,984.29 "," $53,592.05 ",15 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,APR 2007,2007,4," $24,000.00 "," $1,689.60 "," $54,630.29 "," $56,319.89 ",16 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,MAY 2008,2008,5," $28,500.00 "," $2,036.50 "," $65,846.76 "," $67,883.26 ",19 
Professional Touring Bike (silver),BI,TOU,Airport Bikes,DE,Germany South,JUN 2008,2008,6," $39,000.00 "," $2,786.78 "," $90,106.10 "," $92,892.88 ",26 
Repair Kit,AS,ACC,Airport Bikes,DE,Germany South,JAN 2007,2007,1, $16.00 , $1.05 , $34.15 , $35.20 ,1 
Repair Kit,AS,ACC,Airport Bikes,DE,Germany South,FEB 2007,2007,2, $16.00 , $1.05 , $34.15 , $35.20 ,1 
Repair Kit,AS,ACC,Airport Bikes,DE,Germany South,AUG 2007,2007,8, $16.00 , $1.05 , $34.15 , $35.20 ,1 
