alternate,bar,weekend,hungry,price,raining,reservation,type,wait_estimate,will_wait,average_spending
Yes,No,No,Yes,$$,No,Yes,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,>60,No,0
No,No,No,Yes,$$,No,No,Burger,>60,No,0
No,Yes,Yes,Yes,$$,No,No,Thai,>60,No,0
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,76
No,Yes,Yes,No,$$$,No,No,Thai,30-60,Yes,39
Yes,Yes,Yes,No,$$,No,No,Italian,30-60,Yes,412
Yes,No,Yes,Yes,$,Yes,No,French,10-30,Yes,281
No,No,No,Yes,$$,Yes,Yes,Italian,10-30,Yes,24
No,No,Yes,Yes,$$,No,No,Burger,10-30,No,0
Yes,No,Yes,Yes,$,No,No,Burger,10-30,No,0
No,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,203
No,Yes,Yes,No,$$$,Yes,Yes,Thai,30-60,Yes,488
No,No,No,No,$,Yes,No,Thai,30-60,No,0
No,Yes,Yes,No,$$,Yes,No,Burger,10-30,Yes,259
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,186
No,Yes,Yes,Yes,$$,No,Yes,Italian,10-30,Yes,31
Yes,No,Yes,Yes,$,No,No,Italian,30-60,Yes,259
No,Yes,No,Yes,$$,Yes,Yes,French,0-10,Yes,149
No,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,No,Yes,Yes,$$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,No,$$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,Yes,No,Burger,0-10,Yes,26
Yes,No,No,Yes,$,Yes,No,Italian,10-30,Yes,252
No,Yes,Yes,Yes,$,No,Yes,Italian,30-60,Yes,180
No,Yes,Yes,No,$$$,No,Yes,Italian,0-10,Yes,271
No,No,Yes,Yes,$$,No,No,French,>60,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,26
Yes,Yes,Yes,Yes,$$$,Yes,Yes,Italian,30-60,Yes,39
Yes,No,No,Yes,$$,Yes,Yes,Italian,0-10,Yes,304
Yes,No,No,Yes,$,No,Yes,French,>60,No,0
Yes,No,Yes,No,$$,Yes,Yes,Burger,0-10,Yes,31
No,No,Yes,No,$,Yes,No,Burger,10-30,Yes,72
No,No,Yes,Yes,$,Yes,No,Italian,0-10,No,0
No,No,Yes,Yes,$$,No,No,French,0-10,Yes,31
No,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,No,Yes,No,$$,Yes,Yes,French,30-60,Yes,517
No,No,Yes,Yes,$$$,No,Yes,Italian,30-60,No,0
Yes,No,No,Yes,$,No,No,Italian,30-60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,>60,No,0
No,No,Yes,No,$$,Yes,No,Italian,0-10,Yes,185
No,No,Yes,Yes,$$,No,Yes,Burger,0-10,Yes,31
Yes,Yes,No,No,$$$,No,Yes,Italian,10-30,Yes,203
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$$,Yes,Yes,Burger,>60,No,0
No,Yes,No,No,$,No,No,Thai,30-60,Yes,138
No,No,Yes,Yes,$$,No,No,Burger,10-30,Yes,404
Yes,Yes,Yes,No,$,Yes,No,Burger,>60,No,0
No,No,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,31
No,No,No,No,$,No,No,Burger,30-60,No,0
Yes,Yes,No,Yes,$$,Yes,No,Italian,10-30,Yes,321
Yes,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,67
Yes,No,No,Yes,$$,Yes,No,Thai,>60,No,0
Yes,Yes,No,No,$,No,Yes,Italian,30-60,No,0
No,No,Yes,Yes,$,Yes,No,French,0-10,Yes,158
No,No,No,Yes,$,No,No,French,30-60,Yes,20
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,123
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,Yes,Burger,30-60,Yes,41
Yes,No,Yes,No,$$,Yes,No,Burger,30-60,Yes,107
Yes,No,Yes,No,$$,No,Yes,Italian,0-10,Yes,31
No,Yes,No,Yes,$,Yes,No,Burger,10-30,Yes,51
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
No,Yes,Yes,No,$$,No,No,Burger,0-10,Yes,196
No,No,Yes,No,$,Yes,Yes,Italian,0-10,Yes,98
Yes,Yes,Yes,No,$,Yes,No,Burger,>60,No,0
No,No,Yes,No,$,No,No,Burger,0-10,Yes,26
Yes,Yes,No,No,$,Yes,Yes,Italian,10-30,Yes,20
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,75
Yes,Yes,Yes,Yes,$$,Yes,No,Thai,10-30,Yes,138
No,No,Yes,Yes,$,No,No,Italian,30-60,No,0
Yes,No,No,Yes,$$$,No,No,Burger,0-10,Yes,134
No,Yes,No,Yes,$$,Yes,Yes,Burger,30-60,Yes,24
No,No,No,Yes,$$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Burger,>60,No,0
Yes,Yes,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,No,Yes,No,$,No,No,Burger,10-30,Yes,26
No,No,Yes,Yes,$,Yes,No,Italian,30-60,Yes,539
Yes,Yes,No,Yes,$$$,No,Yes,Italian,0-10,Yes,560
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,184
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,No,0
Yes,No,Yes,No,$$,Yes,No,French,30-60,Yes,89
No,Yes,Yes,Yes,$$,No,No,Thai,30-60,Yes,171
No,No,Yes,Yes,$,No,No,Thai,0-10,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
No,Yes,No,Yes,$$$,Yes,Yes,Burger,30-60,Yes,30
No,Yes,Yes,Yes,$,Yes,No,Thai,0-10,Yes,26
No,No,No,No,$,Yes,No,Italian,30-60,No,0
Yes,No,Yes,No,$,Yes,No,Italian,0-10,Yes,71
Yes,No,No,Yes,$,No,No,Italian,30-60,No,0
No,No,Yes,Yes,$,No,No,Italian,10-30,Yes,131
Yes,Yes,Yes,No,$,No,Yes,Italian,10-30,Yes,236
No,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,543
Yes,Yes,No,No,$,Yes,Yes,Burger,0-10,Yes,20
No,Yes,Yes,No,$$,Yes,No,Italian,>60,No,0
No,No,Yes,No,$,No,No,Italian,0-10,Yes,26
No,No,Yes,No,$$,Yes,No,Burger,0-10,Yes,31
Yes,Yes,Yes,No,$,No,No,Italian,0-10,Yes,194
No,Yes,Yes,No,$$,No,Yes,Thai,30-60,No,0
Yes,Yes,Yes,No,$,No,Yes,Thai,30-60,Yes,26
No,Yes,No,Yes,$,No,Yes,French,10-30,Yes,149
Yes,No,No,Yes,$$$,No,Yes,Italian,30-60,Yes,30
Yes,Yes,No,Yes,$$,No,Yes,Italian,10-30,No,0
No,No,Yes,Yes,$,No,No,Burger,30-60,No,0
Yes,No,Yes,Yes,$$$,No,Yes,Burger,30-60,No,0
Yes,No,Yes,Yes,$,No,No,Burger,30-60,Yes,26
No,No,Yes,Yes,$,No,No,Burger,>60,No,0
Yes,Yes,Yes,No,$$,Yes,No,Italian,10-30,Yes,31
No,No,Yes,Yes,$,Yes,Yes,Thai,>60,No,0
No,Yes,No,Yes,$,No,No,Burger,10-30,Yes,20
No,No,No,No,$,Yes,No,Burger,>60,Yes,85
No,Yes,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,119
Yes,Yes,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,Yes,Yes,No,$$$,Yes,Yes,Italian,>60,Yes,39
No,Yes,Yes,Yes,$,Yes,Yes,Italian,0-10,Yes,437
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,254
Yes,Yes,Yes,Yes,$$,No,No,Italian,10-30,No,0
No,No,Yes,Yes,$,No,No,Burger,30-60,Yes,26
No,Yes,No,Yes,$,Yes,No,Italian,10-30,Yes,116
Yes,No,No,No,$$$,Yes,Yes,Italian,30-60,Yes,185
No,No,No,Yes,$$$,No,Yes,Burger,0-10,No,0
No,No,Yes,Yes,$,No,No,Burger,30-60,Yes,26
No,Yes,Yes,Yes,$$,No,No,Burger,30-60,No,0
No,No,No,No,$$,Yes,Yes,Thai,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,Burger,0-10,Yes,287
No,Yes,No,Yes,$,Yes,No,Burger,30-60,Yes,216
No,No,Yes,Yes,$,Yes,No,Burger,10-30,No,0
No,No,Yes,Yes,$,Yes,No,Thai,30-60,No,0
No,Yes,Yes,No,$$,No,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$$,No,Yes,French,10-30,No,0
No,Yes,No,Yes,$$,No,No,Burger,0-10,Yes,257
No,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,No,Yes,$,Yes,Yes,Burger,10-30,Yes,20
Yes,Yes,No,No,$,Yes,No,Italian,30-60,Yes,119
No,No,No,No,$$,Yes,Yes,Burger,0-10,Yes,24
Yes,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,37
No,Yes,Yes,Yes,$$,No,No,Italian,>60,Yes,31
No,No,Yes,No,$$,Yes,No,Italian,10-30,Yes,274
No,No,Yes,No,$,Yes,No,French,>60,No,0
No,No,No,Yes,$,No,No,French,>60,No,0
Yes,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,29
No,No,Yes,Yes,$$$,Yes,Yes,Burger,10-30,Yes,39
No,No,Yes,Yes,$,No,No,Italian,0-10,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Burger,10-30,No,0
Yes,Yes,No,No,$$,Yes,No,Burger,30-60,No,0
No,Yes,No,Yes,$,No,No,Italian,0-10,Yes,20
Yes,Yes,Yes,No,$,No,No,Thai,>60,Yes,99
Yes,No,No,Yes,$$,No,No,Italian,>60,Yes,24
Yes,Yes,No,Yes,$$,No,Yes,Italian,30-60,No,0
No,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,26
No,Yes,Yes,Yes,$,No,Yes,Italian,10-30,Yes,304
No,No,Yes,Yes,$$,No,No,Burger,10-30,Yes,31
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,10-30,Yes,246
No,Yes,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,No,Yes,$$,No,Yes,Burger,0-10,Yes,24
No,No,Yes,No,$$$,Yes,No,French,30-60,No,0
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,433
Yes,No,No,No,$,No,No,Burger,>60,No,0
No,Yes,No,No,$$,No,No,Thai,10-30,Yes,42
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,273
Yes,Yes,Yes,No,$$,Yes,Yes,French,>60,No,0
No,Yes,No,No,$$,No,No,Italian,10-30,Yes,208
Yes,Yes,Yes,Yes,$$,No,Yes,Italian,>60,No,0
No,No,Yes,Yes,$,No,No,Burger,0-10,Yes,122
No,Yes,Yes,No,$$,Yes,No,Burger,>60,No,0
Yes,No,Yes,Yes,$,No,No,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,295
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,373
No,Yes,Yes,Yes,$$$,Yes,Yes,Thai,>60,Yes,183
No,No,No,No,$,No,No,Italian,0-10,Yes,261
No,No,No,No,$$,Yes,No,Burger,30-60,Yes,24
No,Yes,Yes,No,$,No,No,Burger,>60,No,0
No,No,Yes,No,$$,No,No,Italian,10-30,Yes,49
Yes,No,Yes,No,$,No,No,Italian,30-60,Yes,95
Yes,Yes,Yes,No,$,No,No,Burger,0-10,No,0
Yes,Yes,No,Yes,$$$,No,No,Italian,30-60,Yes,56
Yes,No,No,Yes,$,No,Yes,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,30-60,Yes,26
Yes,Yes,Yes,No,$$,No,No,French,0-10,Yes,31
No,No,Yes,No,$$,Yes,Yes,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,French,30-60,No,0
Yes,Yes,Yes,No,$$,No,No,Italian,30-60,Yes,31
Yes,No,No,Yes,$$,No,No,Italian,>60,No,0
No,No,Yes,Yes,$,No,No,French,10-30,No,0
No,Yes,Yes,Yes,$,No,Yes,French,30-60,Yes,671
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,No,No,$,No,No,Italian,10-30,Yes,20
Yes,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,26
Yes,No,Yes,No,$,Yes,Yes,French,30-60,Yes,26
No,No,No,No,$,No,No,Thai,0-10,Yes,200
No,Yes,Yes,Yes,$,No,Yes,Italian,10-30,Yes,368
Yes,Yes,Yes,No,$,No,No,French,10-30,Yes,26
Yes,Yes,No,Yes,$,Yes,No,French,>60,No,0
No,Yes,Yes,No,$$,No,No,Italian,30-60,Yes,707
No,No,Yes,No,$$,Yes,No,Thai,10-30,Yes,551
No,No,Yes,No,$,No,No,Burger,0-10,Yes,139
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,26
Yes,Yes,Yes,No,$$,Yes,Yes,French,30-60,Yes,31
No,No,No,No,$$$,No,Yes,Italian,10-30,Yes,30
No,No,No,No,$,No,Yes,Burger,>60,No,0
No,No,No,No,$,No,Yes,French,30-60,Yes,332
Yes,No,Yes,Yes,$,Yes,No,Thai,0-10,Yes,26
Yes,Yes,Yes,Yes,$$,Yes,No,Italian,30-60,Yes,42
No,No,No,No,$$$,No,Yes,French,>60,Yes,87
No,No,Yes,No,$$,No,No,Italian,30-60,Yes,112
No,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,26
Yes,Yes,No,Yes,$$,No,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,Yes,No,$$,No,Yes,French,30-60,Yes,218
No,No,Yes,Yes,$,Yes,Yes,Italian,30-60,No,0
Yes,Yes,Yes,Yes,$,No,Yes,French,10-30,No,0
No,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,78
No,No,Yes,No,$$,No,Yes,Burger,10-30,Yes,182
No,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,353
Yes,No,Yes,No,$,Yes,No,Burger,30-60,Yes,193
No,Yes,Yes,No,$,Yes,No,Burger,10-30,No,0
Yes,No,No,Yes,$,No,No,Italian,>60,No,0
Yes,No,Yes,No,$,No,No,Burger,0-10,Yes,169
No,Yes,Yes,Yes,$,Yes,No,French,>60,No,0
No,No,No,Yes,$,No,No,Italian,10-30,Yes,161
Yes,Yes,Yes,Yes,$,No,Yes,Burger,0-10,Yes,197
No,Yes,No,No,$$,No,Yes,French,0-10,Yes,24
Yes,Yes,Yes,No,$$,Yes,No,French,0-10,Yes,31
No,No,No,No,$,Yes,No,Italian,30-60,Yes,247
Yes,No,No,Yes,$,Yes,Yes,Burger,10-30,Yes,20
Yes,No,Yes,Yes,$,Yes,No,Burger,10-30,Yes,147
Yes,Yes,Yes,No,$,Yes,No,Thai,10-30,Yes,26
Yes,No,No,Yes,$$,No,No,Burger,0-10,Yes,262
No,No,Yes,Yes,$$,No,No,Burger,0-10,No,0
No,No,No,No,$,No,No,Italian,10-30,Yes,20
Yes,No,Yes,Yes,$$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,No,Yes,Thai,10-30,No,0
No,No,No,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,Yes,Yes,$$,No,Yes,Italian,0-10,Yes,54
No,Yes,No,No,$,No,No,Burger,10-30,Yes,20
No,Yes,No,Yes,$,No,Yes,Italian,10-30,Yes,244
No,Yes,Yes,Yes,$$,Yes,No,Burger,>60,No,0
No,No,Yes,No,$$$,Yes,Yes,Italian,0-10,Yes,70
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,182
No,No,Yes,No,$,Yes,Yes,Italian,0-10,Yes,26
No,Yes,Yes,Yes,$$$,Yes,Yes,Thai,30-60,Yes,39
Yes,No,Yes,Yes,$,No,No,Italian,>60,Yes,26
No,Yes,Yes,Yes,$$,Yes,Yes,Italian,30-60,Yes,31
No,No,Yes,Yes,$,Yes,No,Thai,30-60,Yes,26
No,No,Yes,No,$,No,No,Italian,10-30,Yes,89
No,No,Yes,No,$,Yes,Yes,Burger,10-30,Yes,132
No,Yes,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,31
Yes,No,Yes,Yes,$,No,No,Burger,>60,No,0
No,Yes,Yes,No,$,Yes,Yes,Italian,10-30,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,Thai,10-30,Yes,104
No,No,Yes,Yes,$,No,No,Burger,0-10,Yes,303
Yes,No,Yes,Yes,$,Yes,No,French,30-60,Yes,163
No,Yes,Yes,Yes,$,No,No,Thai,10-30,Yes,196
Yes,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,26
Yes,Yes,Yes,No,$$,Yes,Yes,Burger,>60,No,0
No,Yes,Yes,Yes,$,No,Yes,Italian,10-30,Yes,87
No,Yes,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,No,Yes,Yes,$,Yes,No,French,10-30,Yes,102
No,No,No,Yes,$,No,No,Burger,0-10,Yes,142
No,No,No,No,$$,Yes,Yes,Burger,0-10,Yes,64
Yes,Yes,Yes,Yes,$$$,No,Yes,Italian,10-30,Yes,39
Yes,Yes,Yes,Yes,$,Yes,Yes,French,>60,No,0
Yes,No,Yes,Yes,$$,No,No,Italian,10-30,Yes,41
Yes,No,No,Yes,$$,Yes,Yes,Burger,10-30,Yes,264
Yes,Yes,Yes,Yes,$$,Yes,Yes,Thai,30-60,Yes,470
Yes,Yes,Yes,No,$$,Yes,No,Burger,30-60,Yes,411
Yes,Yes,Yes,Yes,$,No,No,Burger,30-60,Yes,222
No,No,Yes,No,$$$,Yes,No,Italian,30-60,No,0
No,Yes,Yes,Yes,$$$,Yes,Yes,Italian,>60,Yes,241
Yes,Yes,Yes,No,$,No,Yes,Thai,30-60,Yes,287
Yes,Yes,No,No,$,No,No,Italian,0-10,Yes,101
No,No,Yes,No,$$,Yes,No,Burger,>60,Yes,31
No,Yes,Yes,No,$,No,No,Italian,30-60,Yes,126
No,No,Yes,No,$$,Yes,No,Italian,10-30,Yes,31
No,Yes,No,Yes,$,Yes,No,French,0-10,Yes,85
Yes,Yes,Yes,No,$,Yes,Yes,Italian,30-60,Yes,26
No,No,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,No,$$$,Yes,Yes,Italian,10-30,Yes,532
Yes,No,Yes,No,$,No,No,Italian,>60,No,0
Yes,Yes,No,Yes,$$,Yes,No,Italian,30-60,No,0
No,No,Yes,No,$,No,No,Italian,>60,No,0
No,Yes,Yes,No,$,Yes,No,Italian,30-60,Yes,349
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,266
Yes,No,Yes,No,$,Yes,No,Burger,0-10,Yes,309
Yes,Yes,Yes,Yes,$,Yes,No,Burger,30-60,Yes,167
No,No,Yes,No,$$,No,No,Burger,0-10,No,0
Yes,Yes,Yes,Yes,$$,Yes,No,Burger,0-10,Yes,31
No,No,No,No,$,No,Yes,French,0-10,Yes,134
Yes,Yes,Yes,Yes,$$,No,Yes,Thai,0-10,Yes,31
Yes,Yes,No,No,$$$,No,Yes,Italian,>60,Yes,30
Yes,Yes,No,No,$,Yes,Yes,Burger,>60,Yes,20
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,71
No,No,Yes,Yes,$$,No,No,Italian,0-10,Yes,200
Yes,Yes,Yes,No,$$,Yes,No,Burger,>60,No,0
No,Yes,No,No,$$$,Yes,Yes,Burger,>60,Yes,242
Yes,Yes,Yes,Yes,$,Yes,No,French,>60,No,0
No,Yes,Yes,No,$$,Yes,No,French,0-10,No,0
No,Yes,No,Yes,$$,Yes,Yes,Burger,10-30,Yes,167
No,No,Yes,Yes,$$,Yes,Yes,French,0-10,Yes,31
Yes,Yes,Yes,Yes,$,No,No,Burger,>60,No,0
No,No,No,No,$,No,No,Burger,>60,No,0
No,No,Yes,Yes,$,No,No,French,0-10,Yes,26
Yes,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,Yes,Yes,No,$,No,No,French,>60,No,0
Yes,No,No,Yes,$$,No,Yes,French,30-60,No,0
Yes,No,Yes,Yes,$,Yes,No,Italian,0-10,Yes,313
No,No,Yes,No,$,Yes,No,Burger,10-30,Yes,26
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
No,No,No,Yes,$,Yes,No,Italian,10-30,No,0
No,No,Yes,No,$,No,No,Italian,10-30,Yes,144
No,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
Yes,No,No,Yes,$$,No,No,Italian,0-10,Yes,99
No,Yes,Yes,Yes,$$,No,Yes,Burger,10-30,Yes,44
No,No,Yes,No,$,No,No,Italian,>60,No,0
No,Yes,No,Yes,$$,Yes,Yes,Burger,30-60,Yes,24
Yes,No,Yes,Yes,$,No,No,French,>60,No,0
Yes,Yes,Yes,No,$$$,No,No,Burger,0-10,Yes,675
No,Yes,No,Yes,$$$,No,Yes,Italian,30-60,Yes,368
Yes,No,Yes,No,$,Yes,No,Burger,0-10,No,0
Yes,Yes,Yes,No,$,No,No,Burger,0-10,Yes,26
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
Yes,Yes,Yes,Yes,$,Yes,No,Italian,0-10,Yes,26
Yes,Yes,Yes,No,$$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,26
Yes,Yes,Yes,Yes,$,No,No,Italian,10-30,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,Yes,Yes,No,$,No,No,Burger,30-60,Yes,243
Yes,Yes,Yes,No,$,Yes,No,French,0-10,Yes,141
No,No,Yes,No,$,Yes,No,Italian,10-30,Yes,92
No,No,Yes,Yes,$$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,No,$,Yes,No,Thai,>60,No,0
No,Yes,Yes,No,$$,No,No,Italian,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,Italian,0-10,Yes,319
Yes,No,No,Yes,$,No,No,Italian,0-10,Yes,163
Yes,Yes,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,No,Yes,Yes,$,Yes,No,Burger,30-60,No,0
No,Yes,Yes,Yes,$$$,No,No,Burger,10-30,Yes,39
No,Yes,Yes,Yes,$,Yes,Yes,Italian,10-30,Yes,313
No,Yes,No,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$$,No,No,Burger,30-60,Yes,115
Yes,Yes,Yes,Yes,$$,No,No,Italian,10-30,No,0
No,No,Yes,No,$$$,Yes,Yes,Italian,0-10,Yes,129
Yes,Yes,No,No,$,Yes,No,Burger,>60,No,0
Yes,No,Yes,Yes,$,Yes,No,Burger,>60,No,0
No,No,Yes,Yes,$$,No,No,Italian,0-10,Yes,31
Yes,Yes,No,Yes,$,Yes,Yes,Burger,10-30,Yes,58
No,Yes,Yes,Yes,$,No,No,French,>60,No,0
Yes,Yes,Yes,Yes,$$,Yes,Yes,French,10-30,Yes,364
No,No,Yes,No,$$,No,No,Italian,>60,No,0
Yes,No,Yes,Yes,$$,No,Yes,Italian,30-60,Yes,277
Yes,No,Yes,No,$,Yes,No,Italian,30-60,Yes,167
No,Yes,Yes,Yes,$$$,Yes,No,Italian,0-10,Yes,39
No,No,No,Yes,$,No,No,Italian,0-10,Yes,20
No,No,No,Yes,$,No,No,Italian,0-10,Yes,77
No,No,No,Yes,$$,Yes,Yes,Burger,30-60,No,0
Yes,Yes,No,No,$$$,No,Yes,Italian,30-60,Yes,140
Yes,No,Yes,Yes,$,Yes,No,Italian,10-30,Yes,200
No,No,Yes,No,$,Yes,No,Thai,>60,Yes,302
Yes,Yes,No,Yes,$,No,No,Burger,30-60,No,0
No,Yes,No,Yes,$,Yes,No,Italian,0-10,Yes,87
No,Yes,Yes,Yes,$$,Yes,No,Italian,0-10,Yes,249
Yes,No,No,No,$,No,No,Burger,30-60,No,0
Yes,No,Yes,No,$$$,Yes,Yes,Italian,>60,Yes,205
No,No,No,Yes,$,No,Yes,Italian,0-10,Yes,133
No,Yes,Yes,Yes,$,No,Yes,Burger,10-30,No,0
No,No,Yes,Yes,$,Yes,No,Burger,0-10,Yes,87
Yes,Yes,Yes,Yes,$,Yes,No,Burger,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,French,10-30,No,0
Yes,No,Yes,Yes,$,No,No,Burger,0-10,Yes,26
Yes,No,No,No,$,Yes,Yes,Burger,30-60,No,0
No,No,Yes,No,$$,Yes,Yes,Italian,>60,No,0
No,Yes,Yes,Yes,$,No,No,Italian,10-30,Yes,26
No,Yes,Yes,No,$,Yes,No,Italian,10-30,Yes,288
No,No,Yes,No,$,Yes,Yes,Italian,30-60,No,0
No,Yes,Yes,No,$,Yes,No,Burger,10-30,Yes,132
No,No,Yes,No,$$,Yes,No,Burger,0-10,Yes,31
Yes,No,Yes,Yes,$$,Yes,Yes,Italian,10-30,Yes,31
Yes,No,Yes,No,$,Yes,Yes,Burger,10-30,No,0
No,Yes,No,No,$,Yes,No,Italian,0-10,Yes,20
No,Yes,Yes,Yes,$,No,Yes,French,10-30,Yes,26
Yes,No,Yes,Yes,$,No,No,Italian,10-30,No,0
Yes,No,No,Yes,$,No,No,Burger,30-60,No,0
Yes,Yes,No,No,$,Yes,No,Burger,0-10,Yes,172
Yes,No,No,No,$$,No,Yes,Burger,10-30,No,0
No,Yes,Yes,No,$,Yes,No,French,10-30,Yes,257
No,No,Yes,No,$$$,Yes,Yes,Italian,0-10,Yes,39
No,Yes,No,No,$,Yes,No,French,30-60,Yes,252
No,No,Yes,Yes,$$$,No,No,Burger,10-30,Yes,41
No,Yes,Yes,Yes,$,No,No,Italian,30-60,Yes,277
Yes,No,Yes,Yes,$,No,No,Italian,0-10,Yes,26
No,Yes,No,Yes,$,Yes,Yes,Italian,>60,No,0
Yes,Yes,Yes,Yes,$,No,No,Burger,0-10,Yes,26
No,Yes,Yes,Yes,$,Yes,No,Thai,>60,No,0
No,Yes,Yes,Yes,$,Yes,No,Burger,>60,Yes,26
No,No,Yes,Yes,$,Yes,No,Thai,0-10,Yes,26
No,Yes,Yes,No,$,No,No,Thai,30-60,Yes,26
No,Yes,Yes,No,$,Yes,No,Italian,>60,No,0
Yes,No,No,Yes,$,Yes,No,Italian,30-60,No,0
Yes,Yes,No,No,$$,Yes,Yes,Italian,10-30,Yes,24
Yes,No,Yes,Yes,$,Yes,No,Italian,>60,No,0
No,Yes,No,Yes,$$$,No,Yes,Thai,30-60,Yes,30
No,Yes,No,Yes,$,No,No,Italian,0-10,Yes,115
Yes,Yes,Yes,No,$$,Yes,Yes,Italian,0-10,Yes,263
No,Yes,No,Yes,$,Yes,No,Burger,0-10,Yes,160
No,Yes,Yes,Yes,$,Yes,No,Italian,10-30,Yes,84
Yes,Yes,Yes,Yes,$,No,Yes,Italian,>60,No,0
No,No,Yes,No,$$$,Yes,Yes,Italian,0-10,Yes,240
Yes,No,No,Yes,$$,Yes,Yes,French,10-30,Yes,179
No,Yes,No,Yes,$$,No,No,Italian,0-10,No,0
