ID,Responded,Previous,ControlPackage,PostalCode,Age,Income,Education,Reside,Gender,Married,Children,Region,Sequence
3183, ,No, ,11600,48,25-49,High school,9,Male,Yes,3,East,7894
3184,No,No,Control,76190,37,25-49,High school,11,Female,No,0,South,2205
3185, ,No, ,60660,52,75+,College,12,Male,Yes,2,North,6365
3186,No,No,Control,60380,61,25-49,High school,8,Female,Yes,2,North,5730
3187,No,No,Test,74830,46,75+,College,9,Male,Yes,0,South,3010
3188, ,No, ,60840,35,75+,High school,13,Male,No,0,North,7059
3189, ,No, ,61820,42,25-49,High school,13,Female,Yes,2,North,6075
3190,No,No,Control,75340,36,<25,Post-graduate,9,Male,No,0,South,3836
3191, ,No, ,92840,63,75+,Post-graduate,14,Male,Yes,3,West,4735
3192, ,No, ,11200,52,75+,Post-graduate,13,Female,No,2,East,8818
3193, ,No, ,62030,59,75+,Post-graduate,13,Female,No,1,North,5475
3194,No,No,Test,09130,54,75+,Post-graduate,7,Male,Yes,2,East,7439
3195,No,No,Test,59880,45,75+,High school,9,Female,Yes,2,North,5598
3196, ,No, ,75390,34,75+,College,5,Male,No,0,South,3850
3197, ,No, ,11140,32,<25,College,8,Female,Yes,0,East,8797
3198, ,No, ,59900,61,75+,College,7,Female,Yes,0,North,5610
3199, ,No, ,95230,60,75+,Some college,9,Female,Yes,2,West,1127
3200,Yes,No,Test,60480,32,<25,Some college,9,Male,No,0,North,6965
3201, ,No, ,92500,45,50-74,Post-graduate,14,Female,Yes,2,West,494
3202, ,No, ,75840,37,50-74,High school,12,Male,No,0,South,3974
3203, ,No, ,11100,51,75+,Some high school or less,10,Female,No,2,East,8775
3204, ,No, ,09520,37,25-49,Some high school or less,10,Male,Yes,2,East,7647
3205, ,No, ,94200,61,75+,Post-graduate,5,Female,No,3,West,12
3206,No,No,Test,61360,53,75+,Some high school or less,13,Male,Yes,3,North,6545
3207,No,No,Test,10310,49,75+,Some college,17,Female,Yes,0,East,8507
3208,No,No,Test,11500,35,50-74,Some high school or less,9,Male,No,2,East,9825
3209,No,No,Test,62140,21,<25,Post-graduate,8,Male,No,0,North,7384
3210, ,No, ,92690,57,50-74,Some college,11,Male,Yes,2,West,51
3211, ,No, ,10810,63,50-74,High school,10,Male,No,1,East,9709
3212,No,No,Control,95270,35,25-49,Post-graduate,13,Female,Yes,0,West,1137
3213, ,Yes, ,75680,35,<25,High school,12,Female,No,0,South,2091
3214, ,No, ,60690,53,25-49,Some high school or less,7,Female,Yes,2,North,5801
3215,No,No,Control,61390,27,75+,Some college,11,Male,No,0,North,7181
3216, ,No, ,93340,66,75+,High school,4,Male,Yes,2,West,4750
3217, ,No, ,60770,37,50-74,Some high school or less,7,Female,No,0,North,5185
3218, ,No, ,75750,42,75+,High school,13,Male,Yes,2,South,3246
3219, ,No, ,75120,54,25-49,Some college,9,Male,Yes,0,South,3073
3220, ,No, ,62220,53,75+,Some college,7,Male,Yes,0,North,6731
3221,No,No,Control,11910,21,<25,Post-graduate,9,Male,No,0,East,9890
3222, ,No, ,09950,41,75+,Some high school or less,5,Female,No,1,East,9303
3223,No,No,Test,74570,33,<25,Some college,11,Male,No,0,South,3609
3224,No,No,Control,62100,49,50-74,Some high school or less,8,Male,Yes,3,North,6713
3225, ,No, ,10600,52,75+,Some high school or less,13,Male,Yes,2,East,7797
3226,No,No,Control,96160,37,<25,High school,8,Male,No,0,West,4681
3227, ,No, ,60020,50,25-49,High school,11,Female,No,1,North,5001
3228, ,No, ,75860,48,50-74,Post-graduate,0,Male,No,0,South,3977
3229, ,No, ,61750,33,<25,Some high school or less,13,Male,No,0,North,7284
3230, ,No, ,93300,49,75+,Some college,7,Male,Yes,2,West,4112
3231, ,No, ,76110,59,50-74,Some high school or less,8,Male,Yes,2,South,3341
3232, ,No, ,61650,45,75+,Some high school or less,10,Female,Yes,0,North,6031
3233, ,No, ,60070,38,50-74,Some college,12,Male,No,0,North,6856
3234, ,No, ,61500,52,75+,Some college,9,Male,Yes,0,North,6571
3235, ,No, ,95100,38,<25,Some high school or less,11,Female,Yes,1,West,1094
3236, ,No, ,74470,64,75+,Some high school or less,6,Male,Yes,2,South,2905
3237, ,No, ,96020,57,75+,Some high school or less,4,Female,No,1,West,1321
3238, ,No, ,60840,50,75+,Some high school or less,6,Male,Yes,2,North,6411
3239,No,No,Control,61390,55,75+,College,12,Male,Yes,2,North,6549
3240,No,No,Test,93100,45,75+,Some college,13,Female,Yes,2,West,627
3241, ,No, ,74740,54,75+,High school,8,Male,Yes,3,South,2982
3242, ,No, ,11310,44,75+,Some college,14,Female,No,2,East,8863
3243, ,No, ,11260,33,<25,College,6,Female,No,0,East,8838
3244,No,No,Test,60930,54,75+,Some college,4,Male,Yes,2,North,6436
3245, ,No, ,75610,35,25-49,Post-graduate,9,Male,No,0,South,3909
3246, ,No, ,10870,47,25-49,Post-graduate,8,Female,Yes,2,East,8698
3247, ,No, ,09940,26,25-49,Post-graduate,9,Female,Yes,1,East,8357
3248, ,No, ,75990,38,25-49,Some high school or less,10,Female,No,0,South,2155
3249,No,No,Control,76060,42,25-49,College,13,Male,Yes,2,South,3329
3250, ,No, ,74070,62,75+,College,9,Female,Yes,2,South,2246
3251, ,No, ,75600,52,75+,High school,14,Male,Yes,2,South,3207
3252, ,No, ,76130,59,75+,High school,11,Male,Yes,2,South,3348
3253, ,No, ,61000,37,50-74,Some high school or less,14,Female,No,1,North,5235
3254, ,No, ,74120,34,<25,Some college,13,Female,No,0,South,1730
3255, ,No, ,61240,22,25-49,Some high school or less,5,Male,No,0,North,7146
3256, ,No, ,74820,35,25-49,Some college,10,Male,No,0,South,3683
3257, ,No, ,95110,53,75+,Some high school or less,11,Male,Yes,2,West,258
3258, ,No, ,76190,33,<25,Some college,11,Male,No,0,South,4079
3259, ,No, ,74410,48,75+,High school,11,Female,No,3,South,1796
3260, ,No, ,94890,41,75+,Some high school or less,9,Female,Yes,0,West,1035
3261, ,No, ,60430,30,75+,Some high school or less,8,Female,No,4,North,5103
3262,No,No,Test,96650,44,25-49,Some college,9,Male,Yes,2,West,407
3263, ,No, ,74330,34,75+,Some college,10,Male,No,0,South,3547
3264, ,No, ,59890,59,25-49,Some high school or less,6,Male,Yes,2,North,6210
3265, ,Yes, ,75500,30,50-74,Post-graduate,10,Male,Yes,0,South,3181
3266, ,No, ,59890,58,50-74,College,8,Female,Yes,2,North,5600
3267, ,No, ,74130,43,<25,Some college,5,Male,No,0,South,3476
3268, ,No, ,75900,42,<25,College,9,Female,No,0,South,2140
3269, ,No, ,74850,49,25-49,College,16,Male,Yes,0,South,3013
3270, ,No, ,10690,38,50-74,Some high school or less,3,Female,No,1,East,8635
3271,No,No,Test,93540,41,75+,High school,9,Female,Yes,3,West,728
3272,No,No,Test,60320,34,25-49,College,11,Female,Yes,1,North,5718
3273,No,No,Test,10430,41,25-49,High school,11,Male,No,0,East,9638
3274,No,No,Control,12000,30,25-49,High school,4,Male,Yes,2,East,7927
3275, ,No, ,75050,46,<25,Post-graduate,8,Male,No,0,South,3757
3276, ,No, ,60910,59,50-74,High school,1,Male,Yes,2,North,6430
3277, ,No, ,61250,50,75+,Some college,15,Female,No,2,North,5290
3278, ,No, ,61760,38,<25,Some high school or less,15,Male,Yes,1,North,6634
3279, ,No, ,62250,46,50-74,High school,16,Male,Yes,3,North,6743
3280, ,No, ,94900,33,75+,Post-graduate,11,Male,No,0,West,4423
3281, ,No, ,74170,51,75+,Post-graduate,8,Male,Yes,0,South,2830
3282,Yes,No,Control,93280,29,50-74,High school,8,Male,Yes,2,West,4109
3283, ,No, ,93240,46,75+,Some high school or less,16,Female,Yes,2,West,651
3284, ,No, ,12270,38,75+,High school,8,Male,No,0,East,9956
3285, ,No, ,09470,51,75+,Post-graduate,14,Male,Yes,2,East,7640
3286, ,No, ,60940,23,<25,College,11,Female,No,0,North,5220
3287,No,No,Control,61890,40,50-74,Some high school or less,14,Female,No,0,North,5438
3288, ,Yes, ,09430,41,25-49,Some high school or less,7,Male,Yes,3,East,7637
3289, ,No, ,10800,44,75+,Some high school or less,15,Male,Yes,3,East,7511
3290, ,No, ,62240,46,25-49,High school,8,Male,No,1,North,7404
3291, ,No, ,60850,41,50-74,Some college,10,Female,Yes,2,North,5839
3292,No,No,Test,11820,19,25-49,High school,11,Female,No,0,East,9062
3293, ,No, ,12150,34,25-49,Some college,5,Female,No,0,East,9170
3294, ,No, ,74630,56,50-74,High school,11,Male,No,0,South,3627
3295,No,Yes,Control,74010,33,<25,Some high school or less,12,Male,No,0,South,3443
3296, ,No, ,94260,49,50-74,College,4,Female,Yes,0,West,888
3297, ,Yes, ,60870,52,75+,Some high school or less,9,Male,Yes,0,North,6423
3298, ,No, ,73980,64,50-74,High school,11,Female,Yes,3,South,2225
3299,No,No,Test,59840,49,75+,College,13,Female,Yes,2,North,5591
3300, ,No, ,61380,47,75+,College,7,Female,Yes,0,North,5970
3301,No,No,Control,11730,20,25-49,College,7,Female,No,0,East,9041
3302, ,No, ,60950,35,50-74,High school,11,Female,Yes,1,North,5860
3303, ,No, ,11450,49,75+,College,10,Male,Yes,3,East,7885
3304, ,No, ,96650,31,75+,High school,9,Male,No,0,West,4685
3305, ,No, ,74290,25,<25,College,15,Male,No,0,South,3529
3306, ,No, ,09730,33,25-49,High school,6,Female,Yes,2,East,9299
3307, ,Yes, ,10060,67,75+,High school,13,Male,Yes,3,East,7729
3308, ,No, ,09600,58,75+,Some college,12,Male,No,0,East,9492
3309, ,Yes, ,10700,37,75+,High school,10,Male,Yes,1,East,7807
3310, ,No, ,97230,57,75+,Post-graduate,10,Female,No,2,West,1603
3311, ,No, ,75130,31,25-49,College,7,Male,Yes,0,South,3081
3312, ,No, ,11930,54,25-49,Some high school or less,10,Female,Yes,2,East,7431
3313, ,No, ,11350,54,50-74,Some college,11,Female,Yes,2,East,8882
3314, ,Yes, ,92560,57,25-49,Some high school or less,6,Female,Yes,2,West,506
3315, ,No, ,59960,45,50-74,Post-graduate,10,Male,No,0,North,6833
3316, ,No, ,11290,33,25-49,Post-graduate,6,Female,No,0,East,8852
3317, ,No, ,93660,64,75+,Some college,13,Female,No,2,West,756
3318, ,No, ,74080,41,50-74,High school,9,Female,Yes,3,South,2252
3319, ,No, ,11120,52,75+,High school,7,Male,Yes,2,East,7845
3320, ,No, ,62260,40,50-74,College,11,Male,No,0,North,7414
3321, ,No, ,60680,47,25-49,Post-graduate,11,Male,No,1,North,7017
3322,No,No,Test,95470,65,75+,Some high school or less,15,Male,Yes,2,West,4846
3323, ,No, ,62220,40,25-49,College,14,Male,No,1,North,7400
3324, ,No, ,60330,74,75+,Some high school or less,5,Female,No,2,North,5081
3325, ,No, ,75080,39,25-49,Some high school or less,10,Male,No,1,South,3769
3326, ,No, ,74070,14,<25,College,10,Male,No,0,South,3457
3327, ,No, ,73990,72,75+,High school,6,Female,Yes,0,South,2229
3328, ,No, ,93090,61,50-74,College,6,Male,No,2,West,4103
3329, ,No, ,61370,33,<25,Some college,7,Female,No,0,North,5319
3330,No,No,Test,94270,38,50-74,High school,13,Female,No,2,West,891
3331, ,No, ,11520,65,75+,College,12,Female,Yes,2,East,8956
3332, ,No, ,09010,58,50-74,Some college,9,Female,No,0,East,8032
3333, ,No, ,09300,36,<25,Post-graduate,10,Female,No,0,East,8137
3334, ,No, ,74900,32,25-49,Post-graduate,4,Male,No,1,South,3706
3335, ,No, ,11330,54,75+,Some high school or less,8,Female,No,3,East,8881
3336, ,No, ,10690,43,25-49,Some college,7,Female,Yes,0,East,8634
3337,Yes,No,Control,61190,52,75+,Some college,12,Male,Yes,2,North,6501
3338, ,No, ,10960,48,<25,Some high school or less,14,Male,No,0,East,9733
3339,No,No,Test,61000,18,25-49,College,6,Female,No,0,North,5236
3340, ,No, ,11670,51,75+,High school,9,Female,Yes,2,East,9019
3341, ,No, ,61110,18,25-49,College,12,Female,No,0,North,6777
3342, ,No, ,74590,59,75+,High school,16,Female,Yes,3,South,2360
3343, ,No, ,09290,36,<25,High school,9,Male,No,0,East,9420
3344, ,No, ,60090,47,75+,College,13,Female,No,1,North,6759
3345, ,No, ,61780,59,75+,Some college,10,Female,Yes,2,North,6063
3346, ,No, ,75060,46,25-49,Some college,8,Male,No,1,South,3764
3347,No,No,Test,60440,60,75+,Some high school or less,13,Male,No,0,North,6953
3348, ,No, ,96810,41,50-74,College,10,Male,No,1,West,4586
3349, ,No, ,94310,52,50-74,High school,10,Male,Yes,3,West,186
3350, ,Yes, ,11140,73,75+,Some college,10,Female,Yes,2,East,8798
3351, ,No, ,09620,59,75+,Some high school or less,7,Female,Yes,2,East,8261
3352,Yes,No,Control,10980,48,75+,Some college,12,Male,Yes,3,East,7525
3353, ,No, ,12090,36,25-49,Some college,11,Male,No,0,East,9929
3354, ,No, ,74260,37,50-74,High school,13,Male,No,0,South,3520
3355, ,No, ,74670,38,75+,College,11,Male,No,0,South,3635
3356, ,No, ,10090,77,75+,College,11,Female,Yes,2,East,8424
3357, ,No, ,92880,27,<25,High school,9,Female,Yes,0,West,572
3358, ,No, ,62060,22,<25,College,8,Male,No,0,North,7359
3359, ,No, ,93660,54,25-49,Post-graduate,4,Male,Yes,2,West,4124
3360, ,No, ,95140,57,75+,Some high school or less,8,Female,No,1,West,17
3361, ,No, ,12020,45,25-49,High school,8,Female,Yes,2,East,9124
3362, ,No, ,60200,62,75+,Some high school or less,4,Female,No,1,North,5047
3363, ,No, ,97350,52,<25,Some high school or less,9,Female,No,0,West,1633
3364, ,No, ,10030,55,75+,High school,7,Female,Yes,2,East,8395
3365, ,No, ,60730,64,75+,College,5,Female,No,1,North,5171
3366, ,No, ,95490,54,75+,Post-graduate,10,Female,No,3,West,1195
3367, ,No, ,10960,78,75+,Some college,10,Female,Yes,2,East,8730
3368, ,No, ,08930,51,25-49,Some college,9,Female,Yes,2,East,8004
3369, ,No, ,94660,42,25-49,College,16,Female,Yes,0,West,981
3370, ,No, ,10650,40,50-74,Some high school or less,11,Male,No,3,East,9685
3371, ,No, ,08970,46,25-49,Post-graduate,10,Female,Yes,0,East,8018
3372, ,No, ,60420,58,75+,College,8,Female,Yes,2,North,5739
3373, ,No, ,11060,60,75+,College,11,Male,Yes,2,East,7528
3374, ,No, ,92640,22,<25,High school,10,Female,No,0,West,523
3375, ,No, ,92770,66,75+,Some high school or less,10,Female,Yes,2,West,553
3376,No,No,Test,09190,54,50-74,College,10,Female,Yes,2,East,8086
3377, ,No, ,94740,51,25-49,College,10,Male,Yes,3,West,4811
3378, ,No, ,10980,51,25-49,Some high school or less,14,Male,Yes,3,East,7523
3379, ,No, ,94580,45,<25,High school,12,Male,No,0,West,4392
3380, ,No, ,75450,59,50-74,Some high school or less,6,Male,No,0,South,3866
3381,No,No,Test,74080,32,<25,Post-graduate,11,Female,Yes,0,South,2250
3382, ,No, ,61870,53,75+,High school,9,Female,Yes,0,North,6089
3383, ,No, ,09470,23,<25,College,7,Male,No,0,East,9466
3384, ,No, ,60770,28,<25,Post-graduate,10,Female,No,0,North,5184
3385, ,No, ,94630,49,25-49,College,14,Female,Yes,0,West,974
3386,No,No,Test,60650,46,75+,Some college,6,Male,Yes,2,North,7011
3387,Yes,No,Control,96020,47,75+,Post-graduate,9,Female,No,1,West,1318
3388, ,No, ,96440,44,75+,High school,7,Female,Yes,2,West,1416
3389,No,No,Control,10060,50,75+,College,10,Male,Yes,2,East,7727
3390, ,No, ,75780,55,75+,Some high school or less,13,Male,Yes,2,South,3256
3391, ,No, ,61260,31,75+,College,11,Male,No,0,North,7147
3392, ,No, ,92540,46,75+,Some college,7,Male,Yes,2,West,4717
3393, ,No, ,75310,50,25-49,High school,7,Male,Yes,2,South,3132
3394, ,No, ,61520,53,75+,Post-graduate,11,Male,Yes,0,North,6582
3395, ,No, ,76190,30,<25,High school,8,Female,No,0,South,2208
3396, ,No, ,74380,45,75+,High school,14,Female,Yes,2,South,2311
3397, ,No, ,94520,41,75+,High school,6,Female,Yes,0,West,951
3398, ,No, ,10190,27,25-49,Some college,9,Male,No,0,East,9581
3399, ,No, ,93130,46,50-74,College,11,Male,Yes,3,West,4743
3400, ,No, ,93090,66,75+,Some college,12,Male,Yes,2,West,84
3401,No,No,Test,75740,50,75+,Some college,11,Male,Yes,2,South,3243
3402, ,No, ,11310,48,50-74,Post-graduate,11,Female,Yes,3,East,8866
3403, ,No, ,75680,35,25-49,Some high school or less,9,Female,No,0,South,3425
3404, ,No, ,11770,41,50-74,College,6,Male,No,0,East,9865
3405, ,No, ,75120,39,50-74,College,6,Female,No,1,South,1960
3406, ,No, ,92990,37,75+,High school,10,Female,No,0,West,587
3407, ,No, ,97380,27,75+,College,7,Male,No,0,West,4625
3408, ,No, ,94920,23,25-49,Post-graduate,7,Female,Yes,1,West,1041
3409, ,No, ,60710,32,25-49,Some high school or less,10,Male,Yes,1,North,6383
3410, ,No, ,94780,49,25-49,Some high school or less,18,Male,Yes,3,West,224
3411, ,No, ,11420,38,25-49,Some high school or less,5,Female,No,1,East,8924
3412, ,No, ,10890,53,25-49,College,15,Male,Yes,3,East,9267
3413, ,No, ,96340,22,<25,Post-graduate,10,Female,No,0,West,1393
3414, ,No, ,76040,42,75+,High school,3,Male,Yes,0,South,3324
3415, ,No, ,75000,51,50-74,Some high school or less,9,Male,Yes,0,South,3052
3416, ,No, ,93510,32,75+,College,8,Male,Yes,0,West,4754
3417, ,No, ,61720,34,75+,Post-graduate,9,Male,No,0,North,7275
3418, ,No, ,60120,30,<25,College,5,Female,No,0,North,5030
3419, ,No, ,61590,48,75+,Some college,9,Male,Yes,3,North,6597
3420, ,No, ,74880,53,75+,Some high school or less,9,Male,Yes,2,South,3019
3421, ,No, ,96870,47,<25,College,7,Female,No,0,West,1522
3422, ,No, ,60170,48,50-74,Some college,9,Male,No,0,North,6884
3423,No,No,Test,11540,36,75+,Some high school or less,11,Male,No,0,East,9833
3424,No,No,Control,09210,46,75+,Some high school or less,11,Female,Yes,2,East,8096
3425, ,No, ,75870,37,25-49,Some high school or less,6,Male,No,0,South,3983
3426, ,No, ,76120,60,75+,College,11,Male,Yes,2,South,4055
3427, ,No, ,11480,23,25-49,Some college,9,Female,No,1,East,8945
3428, ,No, ,10020,59,75+,Some college,9,Female,Yes,2,East,8392
3429,No,No,Test,62120,30,75+,Some college,9,Female,No,1,North,5494
3430, ,No, ,61520,55,75+,Some high school or less,11,Male,Yes,2,North,6579
3431, ,No, ,59910,55,50-74,Some college,6,Male,Yes,3,North,6213
3432, ,No, ,95810,29,<25,Post-graduate,10,Male,No,0,West,4504
3433,No,No,Test,60170,55,25-49,Some college,5,Male,No,1,North,6886
3434, ,No, ,93820,54,75+,Some college,17,Male,Yes,3,West,138
3435,No,No,Test,76170,60,25-49,High school,11,Male,No,1,South,4072
3436,No,No,Control,93920,52,25-49,Post-graduate,8,Male,No,1,West,4342
3437, ,No, ,10850,38,50-74,Some high school or less,8,Male,No,1,East,9714
3438, ,No, ,75680,20,<25,Some college,14,Male,No,0,South,3924
3439, ,No, ,95220,35,<25,College,12,Male,Yes,1,West,4831
3440, ,No, ,94130,43,25-49,College,14,Female,No,1,West,854
3441,No,No,Control,75870,22,25-49,Some college,14,Male,Yes,1,South,3277
3442,No,No,Test,74850,48,75+,Post-graduate,12,Female,Yes,2,South,2432
3443, ,No, ,62010,45,25-49,College,18,Male,No,1,North,7346
3444, ,No, ,61830,43,50-74,College,4,Male,No,0,North,7302
3445, ,No, ,61480,24,<25,High school,8,Female,No,0,North,5355
3446, ,Yes, ,60470,47,75+,High school,9,Female,No,2,North,5110
3447, ,No, ,61590,35,75+,High school,9,Male,No,0,North,7234
3448, ,No, ,61910,37,50-74,Some college,6,Female,Yes,0,North,6100
3449, ,No, ,76030,35,75+,Some high school or less,12,Female,Yes,0,South,2721
3450, ,No, ,94440,34,25-49,Some college,13,Female,Yes,1,West,4933
3451, ,No, ,10830,57,50-74,High school,6,Female,Yes,2,East,8684
3452, ,No, ,09970,40,75+,College,4,Male,No,0,East,7711
3453, ,No, ,74490,63,75+,Some college,5,Female,No,2,South,1817
3454, ,No, ,74010,23,75+,Some high school or less,12,Male,No,0,South,3442
3455, ,No, ,11530,70,50-74,Some high school or less,11,Female,Yes,3,East,8959
3456,No,No,Test,10720,60,75+,Post-graduate,9,Male,Yes,2,East,7505
3457, ,No, ,60050,36,75+,Some high school or less,12,Male,No,0,North,6852
3458, ,No, ,59900,31,<25,High school,6,Female,No,0,North,4969
3459, ,No, ,75920,38,25-49,Post-graduate,7,Female,Yes,0,South,2690
3460, ,No, ,61970,39,25-49,Some high school or less,12,Female,Yes,1,North,6113
3461, ,No, ,10150,35,75+,Some college,5,Female,No,1,East,9309
3462, ,No, ,60060,60,75+,Some college,8,Male,Yes,2,North,6244
3463,No,No,Control,92360,42,50-74,Post-graduate,11,Female,No,2,West,1663
3464,No,No,Test,92740,42,25-49,College,8,Female,Yes,2,West,545
3465, ,No, ,76120,41,25-49,College,13,Female,No,0,South,3432
3466, ,No, ,75660,40,25-49,Some high school or less,14,Male,Yes,1,South,3220
3467,No,No,Control,95450,39,25-49,High school,8,Male,No,0,West,4474
3468, ,No, ,74390,51,25-49,Post-graduate,3,Female,Yes,0,South,2316
3469, ,No, ,74440,39,25-49,College,8,Female,No,0,South,3399
3470, ,No, ,95510,47,25-49,Post-graduate,9,Male,Yes,3,West,295
3471, ,No, ,74730,40,75+,Post-graduate,9,Female,No,2,South,1872
3472, ,No, ,75560,31,50-74,College,9,Male,No,0,South,3900
3473, ,No, ,96110,42,75+,College,13,Female,No,1,West,1340
3474, ,No, ,95470,55,25-49,High school,8,Male,Yes,3,West,4845
3475, ,No, ,11720,23,75+,Some college,9,Female,No,0,East,9033
3476, ,No, ,75320,52,75+,College,17,Male,No,0,South,3827
3477,No,No,Test,97240,42,50-74,High school,10,Male,No,3,West,4208
3478, ,No, ,97340,34,25-49,Post-graduate,9,Male,Yes,1,West,4924
3479, ,No, ,61130,44,75+,Some college,14,Male,No,0,North,7122
3480, ,No, ,95070,43,75+,Some high school or less,7,Female,Yes,0,West,1083
3481, ,No, ,61600,59,75+,Some high school or less,12,Male,No,0,North,7237
